"Tool","Class","Registered","Header","Source","DeclMutates","DeclDryRun","DeclSave","DeclBatch","HasDryRunImpl","HasSaveImpl","HasOldResult","HasLoadObject","HasMutationTokens","HasAliases","Aliases"
"generate-external-content","UGenerateExternalContentTool","True","Source\UEBridgeMCPExternalAI\Public\Tools\ExternalAI\GenerateExternalContentTool.h","Source\UEBridgeMCPExternalAI\Private\Tools\ExternalAI\GenerateExternalContentTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"generate-level-pattern","UGenerateLevelPatternTool","True","Source\UEBridgeMCPEditor\Public\Tools\Workflow\GenerateLevelPatternTool.h","Source\UEBridgeMCPEditor\Private\Tools\Workflow\GenerateLevelPatternTool.cpp","True","True","True","False","True","True","False","True","True","True","create_basic_level, create_grid_layout, create_light_rig, create_ring_layout, create_staircase, create_trigger_volume"
"generate-level-structure","UGenerateLevelStructureTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\GenerateLevelStructureTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\GenerateLevelStructureTool.cpp","False","False","False","False","True","True","False","True","True","True","create_scene_from_template"
"generate-pcg-scatter","UGeneratePCGScatterTool","True","Source\UEBridgeMCPPCG\Public\Tools\PCG\GeneratePCGScatterTool.h","Source\UEBridgeMCPPCG\Private\Tools\PCG\GeneratePCGScatterTool.cpp","True","True","True","False","True","True","False","False","True","True","spawn_pcg_actor"
"get-asset-diff","UGetAssetDiffTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\GetAssetDiffTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\GetAssetDiffTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"get-class-hierarchy","UClassHierarchyTool","True","Source\UEBridgeMCPEditor\Public\Tools\Analysis\ClassHierarchyTool.h","Source\UEBridgeMCPEditor\Private\Tools\Analysis\ClassHierarchyTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"get-logs","UGetLogsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Debug\GetLogsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Debug\GetLogsTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"get-project-info","UProjectInfoTool","True","Source\UEBridgeMCPEditor\Public\Tools\Project\ProjectInfoTool.h","Source\UEBridgeMCPEditor\Private\Tools\Project\ProjectInfoTool.cpp","False","False","False","False","False","False","True","False","False","True","get_project_info"
"import-assets","UImportAssetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\ImportAssetsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\ImportAssetsTool.cpp","False","False","False","False","True","True","False","False","False","True","import_asset, import_asset_with_settings"
"inspect-widget-blueprint","UWidgetBlueprintTool","True","Source\UEBridgeMCPEditor\Public\Tools\Widget\WidgetBlueprintTool.h","Source\UEBridgeMCPEditor\Private\Tools\Widget\WidgetBlueprintTool.cpp","False","False","False","False","False","False","True","True","False","True","get_widget_tree, get_widget_properties"
"layout-blueprint-graph","ULayoutBlueprintGraphTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\LayoutBlueprintGraphTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\LayoutBlueprintGraphTool.cpp","False","False","False","False","True","True","False","False","False","False",""
"manage-ability-system-bindings","UManageAbilitySystemBindingsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\ManageAbilitySystemBindingsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\ManageAbilitySystemBindingsTool.cpp","True","True","True","False","True","True","False","False","True","True","add_ability_component"
"manage-asset-folders","UManageAssetFoldersTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\ManageAssetFoldersTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\ManageAssetFoldersTool.cpp","True","True","False","True","True","False","False","False","True","True","create_folder, move_assets_to_folder"
"manage-assets","UManageAssetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\ManageAssetsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\ManageAssetsTool.cpp","False","False","False","False","True","True","False","False","True","True","delete_asset, duplicate_asset, rename_asset"
"manage-blueprint-interfaces","UManageBlueprintInterfacesTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\ManageBlueprintInterfacesTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\ManageBlueprintInterfacesTool.cpp","False","False","False","False","True","True","False","False","False","True","add_interface_to_blueprint, get_blueprint_interfaces"
"manage-gameplay-tags","UManageGameplayTagsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\ManageGameplayTagsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\ManageGameplayTagsTool.cpp","True","True","True","True","True","True","False","False","False","True","add_gameplay_tags, list_gameplay_tags, set_actor_gameplay_tags"
"manage-workflow-presets","UManageWorkflowPresetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Workflow\ManageWorkflowPresetsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Workflow\ManageWorkflowPresetsTool.cpp","True","True","False","True","True","False","False","False","False","False",""
"pie-input","UPieInputTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\PieInputTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\PieInputTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"pie-session","UPieSessionTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\PieSessionTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\PieSessionTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"profile-visible-actors","UProfileVisibleActorsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Performance\PerformanceDetailTools.h","Source\UEBridgeMCPEditor\Private\Tools\Performance\PerformanceDetailTools.cpp","False","False","False","False","False","False","False","False","False","True","profile_actors_in_view"
"query-ability-system-state","UQueryAbilitySystemStateTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\QueryAbilitySystemStateTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\QueryAbilitySystemStateTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-actor-detail","UQueryActorDetailTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryActorDetailTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryActorDetailTool.cpp","False","False","False","False","False","False","False","False","False","True","get_actor_properties"
"query-actor-selection","UQueryActorSelectionTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryActorSelectionTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryActorSelectionTool.cpp","False","False","False","False","False","False","False","False","False","True","get_selection"
"query-ai-behavior-assets","UQueryAIBehaviorAssetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\GameplayAdvancedTools.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\GameplayAdvancedTools.cpp","False","False","False","False","False","False","False","False","False","True","get_behavior_tree_info, get_blackboard_info, list_ai_assets"
"query-animation-asset-summary","UQueryAnimationAssetSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Animation\QueryAnimationAssetSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Animation\QueryAnimationAssetSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_anim_blueprint_info, get_anim_montage_info, get_anim_state_machine_info"
"query-asset","UQueryAssetTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\QueryAssetTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\QueryAssetTool.cpp","False","False","False","False","False","False","True","True","False","True","get_asset_info"
"query-audio-asset-summary","UQueryAudioAssetSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Audio\QueryAudioAssetSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Audio\QueryAudioAssetSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_sound_info"
"query-blueprint","UQueryBlueprintTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-blueprint-findings","UQueryBlueprintFindingsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintFindingsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintFindingsTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-blueprint-graph","UQueryBlueprintGraphTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintGraphTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintGraphTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-blueprint-graph-summary","UQueryBlueprintGraphSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintGraphSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintGraphSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-blueprint-node","UQueryBlueprintNodeTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintNodeTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintNodeTool.cpp","False","False","False","False","False","False","False","False","False","True","get_node_pins"
"query-blueprint-summary","UQueryBlueprintSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Blueprint\QueryBlueprintSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Blueprint\QueryBlueprintSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_blueprint_info, get_game_framework_info"
"query-class-member-summary","UQueryClassMemberSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Analysis\QueryClassMemberSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Analysis\QueryClassMemberSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_function_signature"
"query-common-ui-widgets","UQueryCommonUIWidgetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Widget\CommonUITools.h","Source\UEBridgeMCPEditor\Private\Tools\Widget\CommonUITools.cpp","False","False","False","False","True","False","False","False","False","True","list_common_ui_widgets"
"query-datatable","UQueryDataTableTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\QueryDataTableTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\QueryDataTableTool.cpp","False","False","False","False","False","False","False","False","False","True","get_datatable_rows"
"query-editor-subsystem-summary","UQueryEditorSubsystemSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Analysis\QueryEditorSubsystemSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Analysis\QueryEditorSubsystemSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-engine-api-symbol","UQueryEngineApiSymbolTool","True","Source\UEBridgeMCPEditor\Public\Tools\Analysis\QueryEngineApiSymbolTool.h","Source\UEBridgeMCPEditor\Private\Tools\Analysis\QueryEngineApiSymbolTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-environment-summary","UQueryEnvironmentSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Environment\QueryEnvironmentSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Environment\QueryEnvironmentSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-foliage-summary","UQueryFoliageSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Foliage\QueryFoliageSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Foliage\QueryFoliageSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_foliage_stats"
"query-gameplay-state","UQueryGameplayStateTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\QueryGameplayStateTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\QueryGameplayStateTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-gas-asset-summary","UQueryGASAssetSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\QueryGASAssetSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\QueryGASAssetSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_gas_info, list_gameplay_abilities, list_gameplay_effects, list_attribute_sets"
"query-landscape-summary","UQueryLandscapeSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Landscape\QueryLandscapeSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Landscape\QueryLandscapeSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_landscape_info"
"query-level","UQueryLevelTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryLevelTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryLevelTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"query-level-sequence-summary","UQueryLevelSequenceSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Sequencer\QueryLevelSequenceSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Sequencer\QueryLevelSequenceSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_sequence_info, open_sequence"
"query-level-summary","UQueryLevelSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryLevelSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryLevelSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_level_info"
"query-material","UQueryMaterialTool","True","Source\UEBridgeMCPEditor\Public\Tools\Material\QueryMaterialTool.h","Source\UEBridgeMCPEditor\Private\Tools\Material\QueryMaterialTool.cpp","False","False","False","False","False","False","True","True","False","False",""
"query-material-instance","UQueryMaterialInstanceTool","True","Source\UEBridgeMCPEditor\Public\Tools\Material\QueryMaterialInstanceTool.h","Source\UEBridgeMCPEditor\Private\Tools\Material\QueryMaterialInstanceTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-material-summary","UQueryMaterialSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Material\QueryMaterialSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Material\QueryMaterialSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-memory-report","UQueryMemoryReportTool","True","Source\UEBridgeMCPEditor\Public\Tools\Performance\PerformanceDetailTools.h","Source\UEBridgeMCPEditor\Private\Tools\Performance\PerformanceDetailTools.cpp","False","False","False","False","False","False","False","False","False","True","get_memory_report"
"query-mesh-complexity","UQueryMeshComplexityTool","True","Source\UEBridgeMCPEditor\Public\Tools\StaticMesh\StaticMeshAdvancedTools.h","Source\UEBridgeMCPEditor\Private\Tools\StaticMesh\StaticMeshAdvancedTools.cpp","False","False","False","False","False","False","False","False","False","True","get_mesh_complexity_report"
"query-metasound-summary","UQueryMetaSoundSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\MetaSound\QueryMetaSoundSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\MetaSound\QueryMetaSoundSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_metasound_info"
"query-navigation-path","UQueryNavigationPathTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\GameplayAdvancedTools.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\GameplayAdvancedTools.cpp","False","False","False","False","False","False","False","False","False","True","query_navigation_path"
"query-navigation-state","UQueryNavigationStateTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\QueryNavigationStateTool.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\QueryNavigationStateTool.cpp","False","False","False","False","False","False","False","False","False","True","get_navigation_info"
"query-network-component-settings","UQueryNetworkComponentSettingsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\GameplayAdvancedTools.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\GameplayAdvancedTools.cpp","False","False","False","False","False","False","False","False","False","True","get_component_replication"
"query-niagara-emitter-summary","UQueryNiagaraEmitterSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Niagara\QueryNiagaraEmitterSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Niagara\QueryNiagaraEmitterSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-niagara-system-summary","UQueryNiagaraSystemSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Niagara\QueryNiagaraSystemSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Niagara\QueryNiagaraSystemSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_niagara_parameters"
"query-pcg-graph-summary","UQueryPCGGraphSummaryTool","True","Source\UEBridgeMCPPCG\Public\Tools\PCG\PCGGraphTools.h","Source\UEBridgeMCPPCG\Private\Tools\PCG\PCGGraphTools.cpp","False","False","False","False","False","False","False","False","False","True","list_pcg_graphs, get_pcg_info, get_pcg_graph_nodes"
"query-performance-report","UQueryPerformanceReportTool","True","Source\UEBridgeMCPEditor\Public\Tools\Performance\QueryPerformanceReportTool.h","Source\UEBridgeMCPEditor\Private\Tools\Performance\QueryPerformanceReportTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-physics-summary","UQueryPhysicsSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Physics\QueryPhysicsSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Physics\QueryPhysicsSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_physics_info, list_collision_channels"
"query-plugin-capabilities","UQueryPluginCapabilitiesTool","True","Source\UEBridgeMCPEditor\Public\Tools\Analysis\QueryPluginCapabilitiesTool.h","Source\UEBridgeMCPEditor\Private\Tools\Analysis\QueryPluginCapabilitiesTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-render-stats","UQueryRenderStatsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Performance\PerformanceDetailTools.h","Source\UEBridgeMCPEditor\Private\Tools\Performance\PerformanceDetailTools.cpp","False","False","False","False","False","False","False","False","False","True","get_render_stats"
"query-replication-summary","UQueryReplicationSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Gameplay\QueryReplicationSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Gameplay\QueryReplicationSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_replication_info"
"query-runtime-actor-state","UQueryRuntimeActorStateTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\QueryRuntimeActorStateTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\QueryRuntimeActorStateTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-skeleton-summary","UQuerySkeletonSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Animation\AnimationAdvancedTools.h","Source\UEBridgeMCPEditor\Private\Tools\Animation\AnimationAdvancedTools.cpp","False","False","False","False","False","False","False","False","False","True","get_skeleton_info"
"query-spatial-context","UQuerySpatialContextTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QuerySpatialContextTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QuerySpatialContextTool.cpp","False","False","False","False","False","False","False","False","False","True","get_spatial_context"
"query-statetree","UQueryStateTreeTool","True","Source\UEBridgeMCPEditor\Public\Tools\StateTree\QueryStateTreeTool.h","Source\UEBridgeMCPEditor\Private\Tools\StateTree\QueryStateTreeTool.cpp","False","False","False","False","False","False","True","True","False","True","get_state_tree_info, list_state_trees"
"query-static-mesh-summary","UQueryStaticMeshSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\StaticMesh\QueryStaticMeshSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\StaticMesh\QueryStaticMeshSummaryTool.cpp","False","False","False","False","False","False","False","False","False","True","get_static_mesh_info"
"query-unused-assets","UQueryUnusedAssetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\QueryUnusedAssetsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\QueryUnusedAssetsTool.cpp","False","False","False","False","False","False","False","False","False","True","find_unused_assets"
"query-workspace-health","UQueryWorkspaceHealthTool","True","Source\UEBridgeMCPEditor\Public\Tools\Project\QueryWorkspaceHealthTool.h","Source\UEBridgeMCPEditor\Private\Tools\Project\QueryWorkspaceHealthTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-world","UQueryWorldTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryWorldTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryWorldTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"query-worldpartition-cells","UQueryWorldPartitionCellsTool","True","Source\UEBridgeMCPEditor\Public\Tools\World\QueryWorldPartitionCellsTool.h","Source\UEBridgeMCPEditor\Private\Tools\World\QueryWorldPartitionCellsTool.cpp","False","False","False","False","False","False","False","False","False","True","get_world_partition_info"
"query-world-summary","UQueryWorldSummaryTool","True","Source\UEBridgeMCPEditor\Public\Tools\Level\QueryWorldSummaryTool.h","Source\UEBridgeMCPEditor\Private\Tools\Level\QueryWorldSummaryTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"remove-graph-node","URemoveGraphNodeTool","True","Source\UEBridgeMCPEditor\Public\Tools\Write\RemoveGraphNodeTool.h","Source\UEBridgeMCPEditor\Private\Tools\Write\RemoveGraphNodeTool.cpp","True","False","False","False","False","False","True","False","True","True","remove_node"
"remove-statetree-state","URemoveStateTreeStateTool","True","Source\UEBridgeMCPEditor\Public\Tools\StateTree\RemoveStateTreeStateTool.h","Source\UEBridgeMCPEditor\Private\Tools\StateTree\RemoveStateTreeStateTool.cpp","False","False","False","False","False","False","True","True","True","False",""
"replace-static-mesh","UReplaceStaticMeshTool","True","Source\UEBridgeMCPEditor\Public\Tools\StaticMesh\ReplaceStaticMeshTool.h","Source\UEBridgeMCPEditor\Private\Tools\StaticMesh\ReplaceStaticMeshTool.cpp","True","True","True","True","True","True","False","False","True","True","set_static_mesh"
"run-editor-command","URunEditorCommandTool","True","Source\UEBridgeMCPEditor\Public\Tools\Editor\EditorInteractionTools.h","Source\UEBridgeMCPEditor\Private\Tools\Editor\EditorInteractionTools.cpp","True","True","False","False","True","False","False","False","False","True","run_console_command"
"run-editor-macro","URunEditorMacroTool","True","Source\UEBridgeMCPEditor\Public\Tools\Workflow\RunEditorMacroTool.h","Source\UEBridgeMCPEditor\Private\Tools\Workflow\RunEditorMacroTool.cpp","True","True","False","False","True","False","False","False","False","False",""
"run-pcg-graph","URunPCGGraphTool","True","Source\UEBridgeMCPPCG\Public\Tools\PCG\PCGGraphTools.h","Source\UEBridgeMCPPCG\Private\Tools\PCG\PCGGraphTools.cpp","True","True","False","False","True","False","False","False","True","True","execute_pcg"
"run-project-maintenance-checks","URunProjectMaintenanceChecksTool","True","Source\UEBridgeMCPEditor\Public\Tools\Workflow\RunProjectMaintenanceChecksTool.h","Source\UEBridgeMCPEditor\Private\Tools\Workflow\RunProjectMaintenanceChecksTool.cpp","False","True","False","False","True","False","False","False","False","False",""
"run-python-script","URunPythonScriptTool","True","Source\UEBridgeMCPEditor\Public\Tools\Scripting\RunPythonScriptTool.h","Source\UEBridgeMCPEditor\Private\Tools\Scripting\RunPythonScriptTool.cpp","False","False","False","False","False","False","True","False","False","True","execute_python"
"run-workflow-preset","URunWorkflowPresetTool","True","Source\UEBridgeMCPEditor\Public\Tools\Workflow\RunWorkflowPresetTool.h","Source\UEBridgeMCPEditor\Private\Tools\Workflow\RunWorkflowPresetTool.cpp","True","True","False","False","True","False","False","False","False","False",""
"search-assets-advanced","USearchAssetsAdvancedTool","True","Source\UEBridgeMCPEditor\Public\Tools\Search\SearchAssetsAdvancedTool.h","Source\UEBridgeMCPEditor\Private\Tools\Search\SearchAssetsAdvancedTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"search-blueprint-symbols","USearchBlueprintSymbolsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Search\SearchBlueprintSymbolsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Search\SearchBlueprintSymbolsTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"search-content-by-class","USearchContentByClassTool","True","Source\UEBridgeMCPEditor\Public\Tools\Search\SearchContentByClassTool.h","Source\UEBridgeMCPEditor\Private\Tools\Search\SearchContentByClassTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"search-level-entities","USearchLevelEntitiesTool","True","Source\UEBridgeMCPEditor\Public\Tools\Search\SearchLevelEntitiesTool.h","Source\UEBridgeMCPEditor\Private\Tools\Search\SearchLevelEntitiesTool.cpp","False","False","False","False","False","False","False","False","False","True","list_actors"
"search-project","USearchProjectTool","True","Source\UEBridgeMCPEditor\Public\Tools\Search\SearchProjectTool.h","Source\UEBridgeMCPEditor\Private\Tools\Search\SearchProjectTool.cpp","False","False","False","False","False","False","False","False","False","True","search_project"
"set-metasound-input-defaults","USetMetaSoundInputDefaultsTool","True","Source\UEBridgeMCPEditor\Public\Tools\MetaSound\SetMetaSoundInputDefaultsTool.h","Source\UEBridgeMCPEditor\Private\Tools\MetaSound\SetMetaSoundInputDefaultsTool.cpp","True","True","True","True","True","True","False","False","True","True","set_metasound_parameter"
"set-property","USetPropertyTool","True","Source\UEBridgeMCPEditor\Public\Tools\Write\SetPropertyTool.h","Source\UEBridgeMCPEditor\Private\Tools\Write\SetPropertyTool.cpp","True","False","False","False","False","False","True","False","True","True","set_pin_default_value"
"source-control-assets","USourceControlAssetsTool","True","Source\UEBridgeMCPEditor\Public\Tools\Asset\SourceControlAssetsTool.h","Source\UEBridgeMCPEditor\Private\Tools\Asset\SourceControlAssetsTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"spawn-actor","USpawnActorTool","True","Source\UEBridgeMCPEditor\Public\Tools\Write\SpawnActorTool.h","Source\UEBridgeMCPEditor\Private\Tools\Write\SpawnActorTool.cpp","True","False","False","False","False","False","False","False","True","True","create_actor"
"trace-gameplay-collision","UTraceGameplayCollisionTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\TraceGameplayCollisionTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\TraceGameplayCollisionTool.cpp","False","False","False","False","False","False","False","False","False","False",""
"trigger-live-coding","UTriggerLiveCodingTool","True","Source\UEBridgeMCPEditor\Public\Tools\Build\TriggerLiveCodingTool.h","Source\UEBridgeMCPEditor\Private\Tools\Build\TriggerLiveCodingTool.cpp","False","False","False","False","False","False","True","False","False","False",""
"wait-for-world-condition","UWaitForWorldConditionTool","True","Source\UEBridgeMCPEditor\Public\Tools\PIE\WaitForWorldConditionTool.h","Source\UEBridgeMCPEditor\Private\Tools\PIE\WaitForWorldConditionTool.cpp","False","False","False","False","False","False","False","False","False","False",""
